,Customer_Code,AddressGeographicalX,AddressGeographicalY,cluster
22523,70302090,30.602297999999998,50.491913000000004,113
22524,70302088,30.593992999999998,50.485023,164
22525,70302085,30.618206,50.522455,1737
22526,70302083,30.532690999999996,50.402035999999995,166
22527,70210017,30.523839000000002,50.459727,167
22528,70100927,30.515728000000003,50.472857,1709
22529,70100925,30.545479999999998,50.435598,169
22532,NZ900031,30.670953000000004,50.566532,1738
22533,70200435,30.478665000000003,50.383365000000005,171
22534,NZ900030,30.68163,50.577202,1739
22535,16510001,30.518088,50.487378,173
22538,NZ900011,30.632707,50.523029,174
22541,NZ900029,30.687056,50.575819,1740
22543,70200432,30.523803000000004,50.404381,1741
22544,70200429,30.515341999999997,50.407533,1725
22545,B9600275,30.322331,50.383686,1742
22553,LJ200005,30.603253000000002,50.534161,1743
22579,C0100032,30.476308000000003,50.354188,180
22581,C0100031,30.463471000000002,50.365611,14
22582,C0100025,30.561881,50.389483,1744
22583,C0100024,30.540354999999998,50.391718,1745
22584,C0100019,30.544953000000003,50.372547999999995,74
22585,C0100012,30.558085,50.402896999999996,159
22586,C0100011,30.463834999999996,50.364961,14
22589,C0100007,30.456640000000004,50.3685,75
22590,70200335,30.515428000000004,50.439506,89
22591,C0100006,30.44753,50.3645,63
22592,B9600151,30.370334999999997,50.373925,183
22594,B9600163,30.355913,50.365315,1746
22596,C0100005,30.452136,50.382576,185
22597,C0100004,30.471390999999997,50.378461,1747
22609,B9600182,30.397154999999998,50.357768,1748
22613,LJ700006,30.449596000000003,50.515608,188
22614,LJ700008,30.451153,50.506339000000004,189
22615,LJ700010,30.49049,50.509878,190
22616,LJ700011,30.485108,50.517074,191
22617,LJ700012,30.459509999999998,50.49585,47
22618,LJ700015,30.490868,50.544235,1749
22619,LJ700016,30.45338,50.511303999999996,193
22620,U0001314,30.424522999999997,50.513085,69
22621,U0001316,30.421821,50.507303,194
22622,U0001325,30.423375,50.512156,69
22623,LJ700018,30.492690999999997,50.514651,195
22624,LJ700019,30.457288000000002,50.502122,1750
22625,LJ700020,30.496847999999996,50.503214,197
22626,LJ700021,30.456387,50.507092,1750
22636,U0001349,30.64108,50.470943,1736
22645,LJ700004,30.452053999999997,50.505483,189
22651,LJ200007,30.601557,50.530046,1743
22652,LJ200008,30.612163,50.521959,201
22653,LJ200009,30.595903000000003,50.518623999999996,202
22654,B9600437,30.325509999999998,50.56112,203
22655,B9600438,30.300359999999998,50.556540000000005,1751
22656,LJ200010,30.613740999999997,50.513636,205
22657,LJ200011,30.608441,50.519912,206
22658,LJ200012,30.615828999999998,50.530285,1752
22659,LJ200013,30.601974,50.523441999999996,208
22661,LJ200014,30.599846999999997,50.52935,209
22662,LJ200016,30.608970000000003,50.527184000000005,210
22663,LJ200018,30.610256,50.524438,211
22665,LJ700003,30.497797,50.515612,212
22666,LJ700002,30.45542,50.515953,1753
22670,C0100033,30.476496,50.35013,214
22672,70300692,30.332945000000002,50.493297999999996,215
22673,70300674,30.332281,50.493125,215
22674,70300668,30.333484999999996,50.487898,216
22677,LJ200019,30.605186,50.529052,217
22679,70200431,30.515956,50.402685999999996,50
22680,C0100034,30.561556,50.401688,218
22682,18910044,30.468526,50.486035,219
22683,70200399,30.46515,50.438066,34
22684,16510005,30.497478000000005,50.487051,130
22686,16510015,30.577955,50.499705,220
22687,16510018,30.625815000000003,50.517401,221
22688,18910056,30.432740000000003,50.509095,222
22689,16510021,30.627843,50.526301000000004,223
22690,16510022,30.611628000000003,50.496666,1754
22691,16510025,30.610373,50.491851000000004,1724
22692,16510026,30.597323,50.530008,226
22693,16510027,30.611176,50.488375,227
22694,18910058,30.425595,50.512505,69
22695,18910059,30.474618,50.471043,228
22696,70200401,30.507388,50.435955,1755
22697,16510028,30.604471000000004,50.495611,1724
22698,16510039,30.601578999999997,50.519065999999995,231
22699,16510043,30.618338,50.503608,1756
22701,16510048,30.600757,50.533165000000004,1743
22702,16520049,30.615152000000002,50.513556,1737
22703,16520052,30.564115,50.494772999999995,235
22704,16520054,30.564072999999997,50.494781,235
22705,18910061,30.49835,50.487466,130
22706,16520057,30.608779,50.507613,22
22707,18910062,30.508709999999997,50.466086,236
22708,18910064,30.41215,50.50674,1757
22712,16510030,30.625033000000002,50.507531,1758
22713,70200394,30.476470000000003,50.433806,1712
22714,18910041,30.440976000000003,50.510576,1734
22715,18910036,30.45285,50.479503,1759
22716,70200428,30.452331,50.438035,242
22717,70200425,30.5195,50.408066,135
22718,70200422,30.509079999999997,50.408515,243
22719,70200418,30.48785,50.43963,43
22720,70200410,30.510063,50.402568,244
22721,70200403,30.469346,50.431778,1712
22728,18900013,30.325940000000003,50.561240000000005,203
22733,18910006,30.442846000000003,50.514121,246
22735,18910009,30.482846000000002,50.505790999999995,247
22737,18910015,30.450190000000003,50.506566,189
22738,18910016,30.469580999999998,50.486672999999996,219
22739,18910018,30.421985,50.488923,1760
22740,70200402,30.506326,50.449296000000004,1721
22741,18910023,30.355683000000003,50.536906,250
22742,18910025,30.405976000000003,50.491168,251
22743,18910028,30.431496000000003,50.5158,1761
22745,18910031,30.469418,50.49157,253
22747,16520059,30.627090999999997,50.521136,1762
22748,U0001962,30.378375,50.439613,255
22749,C0100049,30.547161,50.370213,57
22750,70200360,30.506930999999998,50.444631,256
22753,70200359,30.443405,50.449215,257
22754,70200358,30.450543,50.437708,258
22756,70200357,30.454684999999998,50.43207,45
22757,70200346,30.48722,50.43912,43
22758,18910086,30.496190000000002,50.45695,1721
22759,18910089,30.492026,50.479953,260
22760,18910092,30.493475,50.464495,261
22761,18910093,30.45784,50.469751,1763
22762,18920099,30.504820000000002,50.472436,10
22765,C0100046,30.530131,50.398451,79
22767,C0100044,30.531428000000002,50.399825,1764
22769,U0000680,30.574353000000002,50.4026,20
22770,70200345,30.487890000000004,50.43962,43
22772,C0100038,30.492485,50.352938,264
22773,70200336,30.500415000000004,50.445691,265
22774,U0000698,30.427606,50.511445,266
22775,U0000727,30.444815999999996,50.527683,1765
22776,U0000729,30.43484,50.512903,268
22778,LJ200002,30.510416999999997,50.499456,1766
22780,C0100045,30.531263,50.401523,270
22781,70200368,30.489108,50.420558,1767
22785,70200381,30.48315,50.434396,70
22786,18910066,30.503863,50.488395000000004,1768
22789,18910067,30.493412,50.489678000000005,273
22790,18910070,30.499392999999998,50.476726,1769
22802,U0001446,30.501993,50.524801000000004,275
22803,U0001458,30.492201,50.514956,195
22804,70200373,30.461763,50.42995,276
22806,U0001641,30.448871,50.520633000000004,277
22807,C0100035,30.449265000000004,50.364315999999995,63
22808,U0001652,30.452258,50.500105,146
22809,70200378,30.470956,50.435311,278
22811,C0100047,30.528306,50.390858,279
22813,C0100048,30.527147999999997,50.39007,279
22815,U0001658,30.4297,50.498186,1734
22816,70200509,30.53081,50.392965999999994,162
22817,15000080,30.620013,50.510598,281
22819,70700636,30.369988,50.382046,282
22820,70700629,30.369028000000004,50.39278,283
22821,70700626,30.368443,50.392514,283
22822,70700619,30.373238,50.382754999999996,26
22823,70700618,30.373096000000004,50.382796,26
22824,70700502,30.543308000000003,50.422515999999995,1770
22825,70700498,30.690826,50.387409999999996,285
22826,70700496,30.695695,50.384347999999996,286
22827,70700494,30.696011,50.384166,286
22829,70700488,30.67973,50.403371,1771
22831,70700487,30.655735999999997,50.406636,288
22832,70700484,30.655786,50.406196,288
22833,70700481,30.670213,50.409513000000004,289
22834,70700478,30.66061,50.415483,290
22835,70700473,30.65255,50.414325,291
22836,70700471,30.666348,50.407953000000006,292
22837,70700468,30.665384999999997,50.407961,292
22838,70700465,30.641916,50.395841,293
22839,70700440,30.472526000000002,50.358706,1772
22840,70700438,30.490574,50.353556,1773
22841,70700416,30.344203000000004,50.454601000000004,1774
22842,70700407,30.341147999999997,50.474063,297
22843,70700404,30.342675,50.46367,298
22844,70700388,30.521583000000003,50.451456,299
22845,70700376,30.649621000000003,50.407095,300
22846,70700369,30.669738,50.425646,1775
22847,70700362,30.6829,50.423876,1776
22848,70700637,30.378875,50.382298,1703
22849,70700353,30.657956,50.424868,1777
22850,70700639,30.371391,50.382271,26
22851,70800032,30.645004999999998,50.418253,1778
22852,70800347,30.636986,50.39407,306
22853,70800341,30.629143,50.443698,307
22854,70800336,30.654003000000003,50.431266,131
22855,70800335,30.637911,50.428325,308
22856,70800332,30.643801,50.412386,309
22857,70800330,30.651871000000003,50.402313,310
22858,70800326,30.642613,50.398906,1779
22859,70800320,30.613709000000004,50.44305,312
22860,70800315,30.652363,50.410108,313
22861,70800312,30.612973999999998,50.445440000000005,314
22862,70800306,30.664015999999997,50.430834999999995,315
22863,70800285,30.639236,50.439006,316
22864,70800281,30.594275,50.449311,1780
22865,70800280,30.6131,50.455451000000004,94
22866,70800279,30.596533,50.453035,318
22867,70800277,30.632234999999998,50.396640999999995,319
22868,70800275,30.633145000000003,50.401835,1781
22869,70800274,30.654021000000004,50.402415000000005,310
22870,70800273,30.665913,50.407591,292
22871,70800272,30.624525,50.44252,321
22872,70800271,30.627578000000003,50.443781,322
22873,70800268,30.647879999999997,50.430568,323
22874,70800182,30.378551,50.439813,255
22875,70800172,30.403717999999998,50.440163,1782
22876,70800169,30.410453000000004,50.444563,325
22877,70800167,30.374471000000003,50.428503000000006,1783
22878,70800154,30.541001,50.417922999999995,327
22879,70800151,30.496322999999997,50.477001,328
22880,70800038,30.611665000000002,50.453385,329
22881,70700644,30.381331,50.38673,330
22882,70700351,30.654345000000003,50.425506,331
22883,70700272,30.452403000000004,50.43032,1714
22884,70700257,30.428348,50.440728,333
22885,70700062,30.437325,50.46246,334
22886,70700057,30.624626,50.442871000000004,321
22887,70700048,30.624703000000004,50.450916,335
22888,70700032,30.62746,50.476928,336
22889,70700030,30.633801000000002,50.468156,337
22890,70700029,30.634563,50.488758000000004,338
22891,70700028,30.633465,50.483965000000005,339
22892,70520088,30.6245,50.44239,321
22893,70520086,30.664047999999998,50.429045,340
22894,70520085,30.456654999999998,50.52004,128
22895,70520084,30.481623,50.43255,1712
22896,70520083,30.495943,50.501428000000004,1784
22897,70520081,30.595176000000002,50.484518,164
22898,70520079,30.487385999999997,50.491776,1785
22899,70520078,30.489495,50.382965000000006,344
22900,70520076,30.467215999999997,50.485085,1786
22901,70520075,30.643390999999998,50.40992,346
22902,70510070,30.498018,50.51562,212
22903,70510058,30.599825,50.524021000000005,347
22904,70510056,30.665454999999998,50.41212,348
22905,70510055,30.648660999999997,50.414815000000004,1778
22906,70510054,30.640043,50.41158,350
22907,70510053,30.629215999999996,50.402663000000004,351
22908,70510052,30.36712,50.426116,352
22909,70510051,30.658868,50.411683000000004,353
22910,70510050,30.644498,50.394348,1779
22911,70510049,30.450282,50.515228,188
22912,70510048,30.647971000000002,50.39978,355
22913,70510047,30.364453,50.457053,356
22914,70700064,30.443040000000003,50.462838,357
22915,70700066,30.412033,50.471291,358
22916,70700067,30.42046,50.46972,1787
22917,70700070,30.408546,50.462821000000005,1788
22918,70700255,30.445043,50.434996000000005,1726
22919,70700254,30.440053000000002,50.43537,1726
22920,70700249,30.41099,50.423035999999996,1789
22921,70700234,30.425943,50.423725,364
22922,70700225,30.649055999999998,50.42225,365
22923,70700224,30.640040999999997,50.42233,366
22924,70700218,30.643808,50.412393,309
22925,70700209,30.639041,50.404641,367
22926,70700207,30.635092999999998,50.404831,368
22927,70700206,30.636015999999998,50.40202,369
22928,70700205,30.636635,50.401493,369
22929,70700204,30.635240000000003,50.405613,368
22930,70700194,30.636975,50.41406,370
22931,70700192,30.630083000000003,50.412486,371
22932,70800351,30.684465999999997,50.403665000000004,372
22933,70700183,30.600931,50.415147999999995,1790
22934,70700164,30.643884999999997,50.470701,1736
22935,70700162,30.396228000000004,50.474906,375
22936,70700161,30.392955,50.457991,376
22937,70700153,30.401458,50.481171,377
22938,70700144,30.448415,50.447462,1791
22939,70700132,30.672620000000002,50.446496,1792
22940,70700116,30.441503000000004,50.476516,1706
22941,70700096,30.629275,50.459423,381
22942,70700092,30.623908,50.457053,1793
22943,70700089,30.624736,50.450938,335
22944,70700076,30.398659999999996,50.458605,383
22945,70700075,30.445083,50.454996,384
22946,70700074,30.444295,50.457423,1794
22947,70700073,30.434683000000003,50.461565,386
22948,70700171,30.596201,50.449754999999996,157
22949,70510045,30.504463,50.522309,122
22950,70800352,30.678618,50.398798,1771
22951,70800367,30.623531,50.442820000000005,321
22953,NR800019,30.619606,50.525938000000004,388
22954,NR800017,30.598967,50.508506,389
22955,NR800015,30.606510999999998,50.518112,1795
22956,NR800014,30.622403000000002,50.524949,391
22957,NR800013,30.594551,50.507558,392
22958,NR800012,30.607564,50.530815999999994,393
22959,NR800011,30.598967,50.508506,389
22960,NR800008,30.623517,50.529061,1796
22961,NR800002,30.612522,50.5301,395
22962,NR700034,30.510976,50.494315,1766
22963,NR700033,30.500951,50.522787,275
22964,NR700032,30.499582,50.511767,120
22965,NR700029,30.50923,50.496959999999994,1766
22966,NR700028,30.516592,50.527035,398
22967,NR700027,30.514888,50.520732,399
22968,NR700026,30.5125,50.508412,1797
22969,NR700025,30.517034000000002,50.497871,401
22970,NR700024,30.521348,50.493578,402
22971,NR700020,30.506989,50.512504,403
22972,NR700019,30.501864,50.497305,118
22973,NR700018,30.501864,50.497305,118
22974,NR700015,30.501864,50.497305,118
22975,NR700012,30.501904999999997,50.497396,118
22976,NR700011,30.501904999999997,50.497396,118
22977,NR700010,30.501904999999997,50.497396,118
22978,NR700007,30.501904999999997,50.497396,118
22979,NR700004,30.518684999999998,50.496123,1798
22980,NR700003,30.506916999999998,50.50974,405
22982,NR700002,30.516584,50.515803000000005,406
22984,U0023629,30.406570000000002,50.361446,1799
22985,NS100009,30.517287,50.433741,1755
22986,NS100008,30.488575,50.443566,105
22987,NS100005,30.521074,50.438065,102
22988,NS100004,30.495209999999997,50.442679,105
22989,NS100003,30.516034,50.428629,42
22990,NS100002,30.516034,50.428629,42
22994,NR800033,30.600772999999997,50.513821,1800
22995,NR800032,30.598576,50.523265,1801
22996,NR800031,30.605331,50.524582,1795
22997,NR800030,30.619124,50.50994,281
22998,NR800029,30.59941,50.530397,209
22999,NR800028,30.608534000000002,50.532151,1743
23000,NR800022,30.619606,50.525938000000004,388
23005,U0026605,30.390365000000003,50.424291,1802
23008,U0026546,30.330353000000002,50.43403,414
23014,U0023625,30.40545,50.355540000000005,1803
23015,NR600007,30.628368,50.477139,336
23016,NR600004,30.61448,50.471558,416
23017,NR600003,30.640342999999998,50.475403,1736
23018,NR300014,30.624741999999998,50.387258,1804
23019,NR300013,30.649306,50.394909999999996,419
23020,NR300010,30.640279999999997,50.397752000000004,420
23021,NR300007,30.406067999999998,50.483431,421
23022,NR300004,30.605201,50.391632,41
23023,NR300003,30.634275,50.397539,422
23024,NR200027,30.6474,50.428177000000005,323
23025,NR200021,30.682840999999996,50.403161,372
23026,NR200020,30.697266,50.423584000000005,1805
23027,NR200016,30.659572999999998,50.430832,1806
23028,NR200015,30.653107000000002,50.431274,131
23031,NR200009,30.670493,50.409517,289
23032,U0011807,30.375746000000003,50.391145,425
23033,NR100033,30.614294,50.411577,426
23034,NR100032,30.611579,50.453544,329
23035,NR100030,30.613241,50.456612,94
23036,NR100028,30.632216999999997,50.522824,174
23037,NR100017,30.544326,50.417909,427
23038,NR100014,30.614951,50.411334000000004,426
23039,NR100011,30.627754,50.454014,428
23040,NR100010,30.614545,50.411411,426
23041,NR100009,30.612416999999997,50.454190000000004,329
23042,NR100006,30.614469,50.411344,426
23043,NR100003,30.611620000000002,50.453489000000005,329
23044,NR100002,30.610647999999998,50.453963,329
23045,70800379,30.666378,50.407545,292
23046,70800370,30.698165999999997,50.385397999999995,429
23047,NR300015,30.651255,50.413346000000004,291
23048,NR300016,30.651803,50.414048,291
23049,NR300017,30.629009999999997,50.400974,430
23050,NR300018,30.62685,50.407638,431
23051,NR600002,30.622675,50.468438,160
23052,NR500030,30.59403,50.421871,432
23053,NR500026,30.605748,50.429564,433
23054,NR500025,30.614554,50.471515000000004,416
23055,NR500024,30.629202000000003,50.437282,434
23056,NR500021,30.592696999999998,50.424139000000004,435
23057,NR500020,30.59895,50.437957,1807
23058,NR500019,30.588571999999996,50.480259000000004,1728
23059,NR500015,30.605686,50.430178999999995,433
23060,NR500014,30.605453000000004,50.443531,438
23061,NR500013,30.605453000000004,50.443531,438
23062,NR500012,30.612664000000002,50.456502,94
23063,NR500008,30.579069,50.480738,1808
23064,NR500007,30.598470000000002,50.451367,157
23065,70800366,30.639104999999997,50.427158,308
23066,NR500006,30.600073,50.454302,1809
23067,NR500002,30.616019,50.438999,441
23068,NR400012,30.63203,50.399893,442
23069,NR400011,30.638462,50.405625,367
23070,NR400008,30.627994,50.402342,351
23071,NR400007,30.623356,50.404319,443
23072,NR400004,30.613916999999997,50.388725,1810
23073,NR400003,30.614165999999997,50.39886,445
23074,NR400002,30.632664000000002,50.522978,174
23075,NR300024,30.642795,50.395936,293
23076,NR300023,30.620733,50.405888,446
23077,NR300022,30.648540999999998,50.400074,355
23078,NR300021,30.626354,50.396014,447
23079,NR300020,30.631473,50.395555,319
23080,NR300019,30.637235999999998,50.410146000000005,350
23081,NR500005,30.625401,50.437955,1811
23082,U0050837,30.644211,50.465379,97
23083,70510042,30.628056,50.407955,431
23084,70510040,30.395891,50.482038,449
23085,LQ500009,30.3,50.5,450
23086,LQ500008,30.3,50.5,450
23087,LQ200020,30.486295000000002,50.45802,451
23088,LQ200019,30.487235,50.45205,4
23089,LQ200018,30.523131,50.460093,167
23090,LQ200017,30.487221,50.455534,452
23091,LQ200016,30.501265999999998,50.454683,453
23092,LQ200015,30.498333000000002,50.487161,130
23093,LQ200014,30.487451,50.451846,4
23094,LQ200013,30.486068,50.453634,1721
23095,LQ200012,30.509590999999997,50.465113,236
23096,LQ200011,30.513732,50.467284,104
23097,LQ200010,30.500013,50.488296000000005,455
23098,LQ200008,30.475688,50.471914,228
23099,LQ200006,30.489978999999998,50.491917,456
23100,LQ200005,30.479447999999998,50.44942,457
23101,LQ200004,30.484385999999997,50.469008,458
23102,LQ200003,30.521707,50.461168,459
23108,U0005288,30.473908,50.482845000000005,1786
23111,LN400014,30.510797999999998,50.488021,461
23112,LN400012,30.381714000000002,50.479996,1812
23113,LN400011,30.510799,50.488021,461
23114,LQ500010,30.3,50.5,450
23115,LN400008,30.417472999999998,50.467971,1787
23116,LQ500013,30.3,50.5,450
23117,LQ500015,30.3,50.5,450
23118,NZ800023,30.36723,50.410835999999996,464
23119,NZ800029,30.622905,50.525118,391
23120,NZ800030,30.622905,50.525118,391
23121,NZ800034,30.622905,50.525118,391
23122,NZ800038,30.357753000000002,50.408926,1813
23123,U0006127,30.430751,50.420295,1814
23124,U0005837,30.518371000000002,50.420696,48
23125,U0005822,30.52223,50.41491,1815
23128,NZ800040,30.36833,50.392753000000006,283
23129,NZ800041,30.36833,50.392753000000006,283
23130,70400181,30.486795,50.422841,1767
23131,70400180,30.492055999999998,50.418025,1767
23132,70400176,30.482626,50.42173,27
23133,70400161,30.519354999999997,50.449915000000004,1816
23134,70400152,30.369284999999998,50.432486,471
23135,70400148,30.396760999999998,50.419832,1817
23136,70400122,30.46851,50.42559,1712
23137,70400114,30.485171,50.411571,1818
23138,70400110,30.474766,50.41409,1712
23139,70400104,30.628635,50.46417,112
23140,70400077,30.591703000000003,50.502018,476
23141,70400073,30.594982,50.506687,392
23142,70400061,30.595771000000003,50.47806,477
23143,70400053,30.594068,50.482538,478
23144,70400050,30.605970000000003,50.480508,479
