Customer_Code,AddressGeographicalX,AddressGeographicalY,cluster
43400019,36.333973,46.730688,3
LF500056,36.338046,46.729125,3
A2000160,36.3276,46.73385,3
S8300004,36.347733,46.733311,3
20100044,36.343951,46.739038,3
20100045,36.347748,46.734733,3
Q2400022,36.357052,46.72778,3
10000086,36.356308,46.728501,3
A2000241,36.345581,46.735125,3
Q2400021,36.346925,46.73275,3
S6400036,36.3277,46.74881,3
S6400038,36.34691,46.72485,3
NG300031,36.325337,46.735119,3
S6400039,36.34494,46.74042,3
10000410,36.336703,46.73359,3
NG300006,36.328037,46.735494,3
10000081,36.356576,46.728333,3
13902320,36.425641,47.41853,4
FL100009,36.428829,47.417141,4
S7800018,36.405106,47.41745,4
S7800017,36.426038,47.418938,4
A2000102,36.399985,47.427031,4
A2000105,36.439735,47.409546,4
10000105,36.42625,47.419005,4
10000109,36.379798,47.455996,5
S7800023,36.327485,47.47987,6
10000110,36.351081,47.46884,6
20100035,36.348301,47.469946,6
10000111,36.348405,47.47002,6
A2000106,36.34302,47.476963,6
A2000108,36.33642,47.477566,6
S7800022,36.556026,47.536716,7
S7800021,36.520675,47.559758,7
10000116,36.546661,47.548226,7
10000114,36.554178,47.5372,7
10000113,36.548158,47.546758,7
LF500064,36.542189,47.230293,8
13902309,36.542698,47.219926,8
A2000065,36.542675,47.21978,8
A2000060,36.541683,47.214335,8
10000124,36.542131,47.219918,8
S6500031,36.540596,47.229381,8
10000127,36.19649,47.19927,9
S8300039,36.18578,47.19926,9
NG600030,36.216516,47.186854,9
10000132,36.2085,47.19407,9
LF500019,36.208742,47.178162,9
S8300048,36.21966,47.19388,9
S8300051,36.20482,47.19797,9
S8300050,36.213405,47.193868,9
S8300038,36.20215,47.19624,9
S8300052,36.21258,47.18275,9
10000126,36.21522,47.19291,9
LF500039,36.213327,47.192804,9
S8300049,36.21406,47.19444,9
S8300037,36.22854,47.18969,9
10000138,36.22704,47.18231,9
10000140,36.21389,47.1934,9
A2000275,36.21469,47.19431,9
13900895,36.21195,47.19384,9
20110069,36.21673,47.19256,9
10000129,36.20433,47.19591,9
10000131,36.23217,47.19202,9
S8300036,36.22301,47.19049,9
10000141,36.24134,47.19465,9
A2000274,36.21545,47.19399,9
10000134,36.12071,47.20238,10
NG300010,36.65921,47.36349,11
S8300059,36.66551,47.36187,11
LF500055,36.65028,47.360891,11
A2000289,36.635845,47.364825,11
S8300058,36.63984,47.35398,11
20100017,36.658147,47.355142,11
S8300057,36.65229,47.36284,11
A2000179,36.654891,47.356894,11
Q2400042,36.650865,47.361109,11
10000152,36.651141,47.361763,11
Q2400056,36.650956,47.360839,11
S8300003,36.643626,47.36537,11
LF500022,36.679559,47.371501,11
LF500023,36.658538,47.369612,11
13900890,36.65388,47.35625,11
10000153,36.656964,47.355257,11
13900892,36.65304,47.36249,11
10000150,36.653668,47.363025,11
10000145,36.653976,47.36235,11
NG300041,36.651379,47.363043,11
S6500024,36.656001,47.367186,11
13900041,36.664289,47.350512,11
10000154,36.661988,47.352348,11
10000161,37.068858,47.385245,12
10000167,37.069535,47.394093,12
13900042,37.066163,47.37897,12
A2000216,37.071045,47.388471,12
13902444,37.069505,47.393945,12
10000162,37.06313,47.37576,12
S8300006,37.072623,47.409143,12
10000165,37.06439,47.375471,12
10000168,37.069845,47.393696,12
Q2400054,37.079723,47.382551,12
S8300002,37.070648,47.388796,12
10000171,37.066395,47.378883,12
10000163,37.04639,47.36577,12
10000166,37.066183,47.37943,12
10000175,36.28318,47.26289,13
S8300053,36.27569,47.26336,13
10000176,36.31094,47.25812,13
S8300054,36.28935,47.2618,13
Q2400046,36.787818,46.758848,14
NG300037,36.737053,46.789902,14
NG300036,36.789931,46.773108,14
NG300035,36.779433,46.768561,14
NG300034,36.800569,46.748573,14
NG300033,36.779177,46.758693,14
NG300032,36.775555,46.774883,14
S8300044,36.805388,46.749978,14
S8300045,36.795978,46.759596,14
NG300029,36.794574,46.760044,14
S8300046,36.798921,46.754366,14
NG300026,36.786026,46.75717,14
NG300023,36.778045,46.774101,14
NG300022,36.786026,46.757636,14
NG300019,36.787362,46.758325,14
S8300061,36.815,46.7678,14
S8300062,36.805306,46.749599,14
U0060085,36.793808,46.752865,14
NG300008,36.788374,46.758911,14
U0060086,36.790698,46.749773,14
U0063865,36.802541,46.749695,14
LF500063,36.73012,46.785192,14
LF500062,36.792305,46.768499,14
U0063873,36.790163,46.769976,14
U0063874,36.812201,46.74678,14
S8300043,36.80185,46.765748,14
NG300038,36.786331,46.757151,14
S8300042,36.785236,46.765825,14
S8300041,36.788895,46.760378,14
Q2400047,36.74094,46.795758,14
Q2400048,36.79142,46.751413,14
Q2400050,36.792013,46.755811,14
Q2400051,36.765055,46.779496,14
Q2400057,36.826545,46.76266,14
Q2400058,36.81705,46.75793,14
Q2400059,36.815485,46.750321,14
Q2400062,36.772388,46.758691,14
Q2400066,36.808936,46.736315,14
Q2400071,36.80482,46.750138,14
Q2400072,36.766398,46.762493,14
LF500061,36.789816,46.779139,14
S8300005,36.788158,46.75911,14
S8300008,36.7303,46.790221,14
S8300024,36.815285,46.767776,14
S8300025,36.818913,46.770665,14
S8300026,36.790938,46.789938,14
S8300027,36.812688,46.753492,14
S8300028,36.790935,46.767297,14
S8300029,36.793556,46.778903,14
S8300030,36.77825,46.781386,14
S8300031,36.774788,46.774161,14
S8300032,36.770455,46.765928,14
S8300033,36.744356,46.79412,14
S8300034,36.777285,46.769671,14
S8300035,36.791418,46.750181,14
S8300040,36.7909,46.75498,14
Q2400045,36.786966,46.755413,14
LF500060,36.784365,46.757857,14
13902403,36.78378,46.782015,14
LF500057,36.779602,46.779462,14
20110041,36.804926,46.750086,14
20110045,36.78971,46.767495,14
13900949,36.790366,46.768173,14
13900947,36.795205,46.770193,14
13900931,36.761651,46.764771,14
13900928,36.795393,46.770101,14
20110089,36.729656,46.790211,14
20110090,36.789438,46.752753,14
20110091,36.816731,46.75354,14
20110093,36.774731,46.774956,14
20110094,36.730456,46.790338,14
20110096,36.778573,46.776063,14
20110098,36.731435,46.78778,14
20110102,36.741315,46.795563,14
20110040,36.786955,46.757365,14
20110104,36.784916,46.779743,14
20110108,36.726716,46.790114,14
20110109,36.784878,46.774315,14
20110110,36.790451,46.756191,14
13900068,36.729651,46.79046,14
20110118,36.808386,46.770936,14
20110120,36.793643,46.778916,14
20110121,36.736541,46.784088,14
20110123,36.781348,46.766276,14
20110125,36.81965,46.729071,14
20110128,36.784871,46.774365,14
20110132,36.783275,46.759765,14
20110135,36.798025,46.775071,14
20110150,36.804173,46.740835,14
20110151,36.810775,46.734772,14
20110106,36.750888,46.78752,14
20110035,36.80151,46.745426,14
13901029,36.770171,46.765643,14
13901030,36.770285,46.767713,14
13902456,36.807485,46.745878,14
13902461,36.77894,46.785545,14
13902463,36.771056,46.775635,14
13901195,36.784315,46.779586,14
13901047,36.784315,46.779586,14
20100001,36.782648,46.76545,14
20100004,36.78386,46.781688,14
20100007,36.800263,46.747616,14
20100008,36.788346,46.758563,14
20100010,36.815261,46.749931,14
13901046,36.783932,46.779238,14
20100016,36.784345,46.779448,14
20100029,36.796691,46.771766,14
20100030,36.79764,46.754571,14
13901041,36.736555,46.789593,14
20100051,36.770238,46.765821,14
20100056,36.773558,46.777178,14
13901036,36.81491,46.76789,14
20110034,36.781243,46.773315,14
20110033,36.814871,46.731051,14
20110031,36.812878,46.75319,14
20110030,36.814923,46.731048,14
13901037,36.789865,46.756375,14
20110156,36.788321,46.7503,14
20110010,36.803183,46.750485,14
20100073,36.779041,46.768468,14
13901039,36.782666,46.756735,14
20100071,36.77532,46.760686,14
20100066,36.784501,46.75545,14
20100063,36.784531,46.751546,14
20100061,36.799858,46.750643,14
20110005,36.801253,46.744305,14
20110159,36.763285,46.76424,14
20110161,36.761671,46.76487,14
20110165,36.770861,46.761488,14
A2000232,36.788648,46.77301,14
A2000233,36.733611,46.790638,14
A2000235,36.73393,46.79068,14
A2000236,36.779358,46.769156,14
A2000242,36.782341,46.778993,14
A2000243,36.786973,46.760595,14
FJ500002,36.779094,46.773496,14
FJ500003,36.802992,46.773521,14
FJ500004,36.782181,46.779304,14
13902400,36.80048,46.76357,14
J5400006,36.77787,46.758721,14
L2500006,36.779656,46.773566,14
LF500012,36.765121,46.780652,14
LF500013,36.741344,46.790658,14
LF500014,36.79885,46.770791,14
LF500015,36.7937,46.786309,14
LF500016,36.802647,46.750271,14
LF500054,36.79003,46.7498,14
LF500053,36.79557,46.783767,14
LF500052,36.7701,46.769557,14
LF500051,36.814088,46.748565,14
LF500050,36.788832,46.758548,14
LF500049,36.743596,46.793596,14
A2000231,36.79395,46.758578,14
LF500048,36.789154,46.757622,14
LF500042,36.790627,46.789497,14
LF500040,36.79004,46.754491,14
LF500034,36.792616,46.749903,14
LF500020,36.793939,46.768143,14
LF500018,36.818912,46.770321,14
LF500017,36.801575,46.744684,14
LF500043,36.79645,46.77157,14
LF500058,36.795223,46.751594,14
A2000229,36.778498,46.775868,14
A2000224,36.797075,46.749481,14
20110169,36.783138,46.7793,14
20110170,36.746856,46.788601,14
20110173,36.733611,46.790638,14
20120174,36.803123,46.76139,14
20120175,36.788373,46.759351,14
43400002,36.792966,46.772662,14
43400004,36.787261,46.757983,14
43400005,36.790646,46.749766,14
A0400008,36.784125,46.779605,14
A0400009,36.787028,46.760565,14
A0400011,36.787448,46.757678,14
A0400012,36.787263,46.757483,14
A0400018,36.779775,46.774098,14
A0400029,36.736488,46.784085,14
A0400032,36.793148,46.74678,14
A0500064,36.770981,46.775436,14
A0500080,36.778653,46.758288,14
A2000223,36.735493,46.79354,14
A2000222,36.782605,46.77876,14
A2000221,36.747021,46.788591,14
A2000182,36.729635,46.790678,14
A2000180,36.710638,46.787161,14
A2000156,36.781488,46.754793,14
A2000226,36.791491,46.754958,14
A2000154,36.78753,46.759751,14
A2000152,36.78952,46.772983,14
A2000151,36.793443,46.750531,14
A2000150,36.789808,46.759011,14
A2000008,36.788995,46.758861,14
A2000007,36.765813,46.779613,14
A2000003,36.790515,46.754973,14
A2000153,36.731186,46.792751,14
A2000155,36.800913,46.752806,14
13900026,36.790567,46.757544,14
10000309,36.791356,46.768156,14
10000370,36.784315,46.779586,14
10000365,36.777763,46.759045,14
ZZ700002,36.809504,46.733499,14
10000351,36.782645,46.75675,14
10000349,36.790506,46.760933,14
10000311,36.804056,46.758366,14
10000195,36.813319,46.73514,14
10000200,36.816966,46.759133,14
10000203,36.815186,46.748088,14
10000204,36.812891,46.753151,14
10000205,36.808161,46.763986,14
10000208,36.777588,46.759037,14
10000223,36.798943,46.754386,14
10000227,36.81364,46.767448,14
10000230,36.778275,46.75924,14
10000234,36.80285,46.75024,14
10000288,36.778673,46.773805,14
10000290,36.797713,46.75568,14
10000294,36.788895,46.760378,14
10000296,36.790506,46.789705,14
10000297,36.796865,46.771106,14
10000300,36.739078,46.790041,14
10000301,36.733991,46.791103,14
10000307,36.736471,46.78971,14
10000308,36.789691,46.767186,14
10000320,36.813873,46.731936,14
10000312,36.778675,46.758946,14
10000371,36.779386,46.769163,14
10000372,36.78677,46.75488,14
10000194,36.80597,46.736273,14
10000182,36.80879,46.73626,14
10000462,36.79128,46.768153,14
10000375,36.814866,46.748255,14
10000464,36.777153,46.759391,14
10000373,36.787326,46.75258,14
10000374,36.79085,46.752516,14
10000463,36.801063,46.744313,14
10000183,36.787751,46.750073,14
10000189,36.797085,46.750498,14
10000460,36.788698,46.75016,14
20110051,36.826495,46.897433,15
A2000193,36.817785,46.896446,15
LF500041,36.789079,46.925121,15
10000244,36.81857,46.91469,15
Q2400041,36.824045,46.906728,15
10000245,36.823826,46.906828,15
A2000053,36.817816,46.896488,15
A2000052,36.827878,46.912575,15
A2000051,36.818395,46.915448,15
A2000050,36.801096,46.92451,15
10000242,36.817743,46.917015,15
A2000029,36.678596,46.798376,16
13900934,36.67984,46.805923,16
10000270,36.676868,46.799123,16
S8300014,36.683763,46.814991,16
13900938,36.680953,46.79872,16
A2000207,36.680931,46.798751,16
A2000201,36.676206,46.798121,16
LF500021,36.660835,46.804642,16
20100055,36.678546,46.803321,16
S8300013,36.6774,46.798766,16
10000278,35.308703,48.020157,17
10000281,36.665826,46.985991,18
S8300015,36.670356,46.989425,18
10000327,36.811965,47.240231,19
10000326,36.812225,47.240293,19
10000325,36.811096,47.239703,19
S8300056,36.697898,47.329596,20
10000329,36.698138,47.330147,20
Q2400043,36.694835,47.331005,20
A2000217,36.69378,47.330359,20
10000330,36.694285,47.33093,20
A2000128,36.683665,47.438672,21
10000333,36.680666,47.443269,21
S6500022,36.655833,47.471241,22
10000334,36.657416,47.475165,22
10000338,36.831313,47.397505,23
A2000125,36.83236,47.397575,23
10000339,36.714672,47.494882,24
20110056,36.589585,47.093281,25
A2000026,36.589741,47.093711,25
10000341,36.589501,47.093476,25
S8300047,36.59001,47.09396,25
S8300017,36.589865,47.093871,25
S8300016,36.610736,47.067188,25
LF500044,36.601024,47.085436,25
20110058,36.585153,47.096613,25
20110055,36.595346,47.09121,25
A2000027,36.590505,47.093078,25
L1500005,36.44401,46.78611,26
20110062,36.41068,46.75202,26
10000394,36.37884,46.78174,26
10000358,36.44373,46.76554,26
A2000135,36.37528,46.75774,26
13900889,36.42468,46.75748,26
43400022,36.386868,46.735915,26
13902326,36.40511,46.75854,26
20110060,36.226418,46.97071,27
10000378,36.229593,46.969218,27
LF500031,36.229599,46.971556,27
S6400033,36.28111,46.95935,28
Q2400018,36.28423,46.94967,28
10000382,36.27402,46.94467,28
A2000109,36.25988,46.94409,28
LF500065,36.266098,46.943639,28
10000387,36.12158,47.113053,29
10000389,36.25298,47.05228,30
10000404,36.080003,46.75193,31
13900885,36.079178,46.749903,31
13900886,36.067073,46.743646,31
NG300030,36.072235,46.732802,31
10000408,35.967461,46.678988,32
10000421,36.603306,47.20881,33
10000422,36.763348,47.233556,34
10000424,35.709696,47.105733,35
A0400005,35.81938,47.33787,36
10000429,35.79296,47.346318,36
A2000280,35.793016,47.346363,36
20110086,36.29014,47.330928,37
A2000265,36.317448,47.326675,37
S7800015,36.28402,47.325725,37
S7800013,36.286216,47.324925,37
S7800014,36.296065,47.319531,37
V6000006,36.29603,47.329451,37
10000433,36.285978,47.32488,37
A2000294,36.29596,47.329255,37
S7800012,36.295401,47.329458,37
10000440,36.378316,47.209708,38
10000444,36.182528,47.267468,39
10000445,36.207466,47.267268,39
A2000276,36.183263,47.266945,39
10100460,35.902141,47.974726,40
A0600055,35.898008,47.976808,40
A0600054,35.900121,47.971681,40
13902406,35.898588,47.972213,40
A0600021,35.885603,47.97602,40
10100008,35.89715,47.978066,40
Q2600011,35.885856,47.976096,40
10100006,35.90006,47.9717,40
10100003,35.900145,47.971853,40
FJ800009,35.909557,47.973058,40
79900098,35.906048,47.97859,40
13900646,35.89854,47.972205,40
20700005,35.869731,48.410506,41
U0054162,35.868728,48.410223,41
S6000039,35.858145,48.415973,41
10100015,35.858171,48.416051,41
10100021,35.914908,48.375056,42
10100489,35.91504,48.37567,42
A1800161,35.914333,48.375056,42
17010038,35.928648,48.349171,42
A1800038,35.917208,48.375916,42
A1800135,36.00575,48.214758,43
20710122,36.058635,48.205611,43
S6000030,36.020326,48.219176,43
A1800072,36.01888,48.205156,43
10100483,36.01504,48.218026,43
17010031,36.006968,48.215826,43
A1800151,36.02114,48.20241,43
10100036,36.020326,48.219176,43
10100027,35.997338,48.225596,43
10100026,36.002011,48.22255,43
A1800073,36.00226,48.2207,43
A1800139,36.039131,48.206523,43
S6000037,35.99917,48.228736,43
10100482,36.019708,48.219088,43
A1800074,36.021061,48.202373,43
S6000031,36.025831,48.192775,43
S6000032,36.022778,48.19871,43
13410045,36.006013,48.215338,43
S6000075,35.99111,48.22985,43
S6000057,36.000021,48.248973,43
A1800075,36.005463,48.216481,43
A1800081,36.06011,48.20663,43
A1800133,36.007155,48.219485,43
FG100008,36.008671,48.214276,43
A1800132,36.01755,48.216851,43
A1800102,36.005815,48.218445,43
A1800083,36.033586,48.206228,43
A1800099,36.017616,48.214348,43
10100043,36.062206,48.113801,44
10100476,35.970293,48.160643,45
10100044,35.972905,48.159243,45
10100066,35.59033,47.958375,46
10100065,35.587045,47.957808,46
10100069,35.498736,47.791978,47
10100073,35.882015,47.640765,48
10100072,35.882065,47.640406,48
10100499,35.509118,48.059445,49
10100082,35.504671,48.05765,49
10100085,35.625121,47.481328,50
24800027,35.602591,47.472917,50
S8500011,35.601453,47.471993,50
S8600005,35.14502,47.962043,51
10100087,35.145351,47.96181,51
10100086,35.145168,47.96232,51
10100097,35.433785,48.023448,52
S8600007,35.4337,48.023548,52
A2000292,35.713226,47.635946,53
10100479,35.712308,47.63629,53
12300001,35.693558,47.651078,53
10100098,35.664901,47.65239,53
24800023,35.692233,47.650618,53
21300036,35.660795,47.671588,53
A2000086,35.6644,47.652713,53
75200361,35.180658,47.822233,54
75200387,35.18704,47.79435,54
75200360,35.178046,47.820765,54
75200389,35.216868,47.779165,54
75200407,35.171523,47.885776,54
75200408,35.144395,47.882836,54
79900107,35.26669,47.855663,54
75200367,35.199721,47.831026,54
79900108,35.243098,47.861616,54
79900121,35.1647,47.893861,54
79900115,35.208458,47.849855,54
79900119,35.175301,47.841043,54
75200417,35.161181,47.8941,54
79900136,35.1407,47.893802,54
79910001,35.194707,47.815604,54
79910002,35.15162,47.894363,54
79910006,35.19947,47.828166,54
79910008,35.229241,47.876816,54
74900033,35.213141,47.837675,54
74900032,35.099695,47.86058,54
74900022,35.10335,47.860663,54
79910011,35.154428,47.889998,54
79910014,35.14821,47.882793,54
79900111,35.24365,47.811325,54
75200421,35.152333,47.888455,54
79900104,35.235793,47.827935,54
75200431,35.242881,47.858618,54
79900092,35.16596,47.886231,54
79900091,35.05729,47.878005,54
79900074,35.22723,47.814816,54
79900071,35.23492,47.85218,54
79900069,35.074888,47.883413,54
79900066,35.105708,47.857063,54
79900065,35.10276,47.859323,54
79900063,35.148221,47.88282,54
79900059,35.102833,47.85894,54
79900058,35.149105,47.895013,54
79900057,35.232633,47.844728,54
79900053,35.212486,47.830436,54
79900052,35.217746,47.842926,54
79900043,35.228418,47.850683,54
79900041,35.072765,47.884968,54
79900038,35.053658,47.876509,54
79900029,35.01788,47.88271,54
75200432,35.23512,47.843943,54
75200437,35.216916,47.833048,54
75200440,35.208166,47.787288,54
79900096,35.236993,47.82981,54
75200445,35.223991,47.77841,54
79900003,35.026285,47.86229,54
75200422,35.151181,47.890041,54
79900012,35.212988,47.837453,54
79900013,35.234676,47.845931,54
79900015,35.070708,47.869716,54
79900016,35.165685,47.885656,54
79900018,35.071788,47.889591,54
79900020,35.161195,47.894346,54
79900026,35.162595,47.892898,54
74900018,35.190301,47.89351,54
74800234,35.153551,47.824738,54
ZP31508,35.232291,47.786571,54
74800232,35.050949,47.809442,54
74710012,35.200249,47.796195,54
74710014,35.213824,47.785561,54
74710017,35.217941,47.78511,54
74710027,35.234768,47.792795,54
74710031,35.228629,47.784878,54
74710034,35.213375,47.780011,54
74710039,35.209916,47.78009,54
79910015,35.18498,47.808485,54
74710040,35.245463,47.848528,54
74710010,35.212881,47.765585,54
74710041,35.206178,47.764093,54
74800043,35.046521,47.820835,54
74800046,35.040331,47.80855,54
74800050,35.159145,47.826925,54
74800056,35.144718,47.833856,54
74800059,35.041747,47.809298,54
74800066,35.035055,47.819936,54
74800072,35.0414,47.816785,54
74800073,35.050616,47.819914,54
74800087,35.133816,47.831016,54
74800041,35.04237,47.816793,54
74800091,35.138441,47.839195,54
74710006,35.212337,47.790131,54
74700218,35.183576,47.778075,54
74700137,35.163001,47.828981,54
74700138,35.191903,47.772378,54
74700148,35.20982,47.836011,54
74700149,35.178836,47.828188,54
74700151,35.176053,47.775016,54
74700152,35.178866,47.780705,54
74700153,35.187396,47.772275,54
74700156,35.191408,47.802029,54
74700162,35.197585,47.78946,54
74710002,35.188396,47.779776,54
74700168,35.185091,47.828445,54
74700170,35.213191,47.76551,54
74700171,35.197835,47.81846,54
74700172,35.187993,47.811093,54
74700179,35.209396,47.78042,54
74700185,35.1756,47.7777,54
74700189,35.215819,47.809835,54
74700193,35.229453,47.786751,54
74700198,35.189276,47.780536,54
74700217,35.218158,47.785271,54
74700169,35.18465,47.8022,54
74800095,35.102496,47.839843,54
74800096,35.048382,47.815316,54
74800104,35.165715,47.82014,54
74800189,35.130498,47.833705,54
74800194,35.042883,47.814688,54
74800196,35.066546,47.808328,54
74800197,35.049058,47.805351,54
74800200,35.017856,47.83628,54
74800202,35.009408,47.836781,54
74800203,35.153235,47.842786,54
74800205,35.139425,47.83535,54
74800206,35.136865,47.83514,54
74800187,35.143845,47.831231,54
74800208,35.102941,47.839255,54
74800211,35.12146,47.842498,54
74800216,35.161628,47.823261,54
74800217,35.049608,47.818346,54
74800218,35.16876,47.821136,54
74800219,35.042358,47.816593,54
74800220,35.042365,47.816576,54
74800223,35.042108,47.816539,54
74800227,35.043168,47.813695,54
74800231,35.027536,47.823418,54
74800210,35.102743,47.839366,54
74800183,35.13665,47.827663,54
74800182,35.154391,47.819498,54
74800173,35.01632,47.833851,54
74800111,35.042531,47.809381,54
74800112,35.162728,47.81664,54
74800118,35.131538,47.843391,54
74800120,35.0615,47.816601,54
74800124,35.159835,47.829486,54
74800125,35.11404,47.842936,54
74800126,35.109983,47.853146,54
74800129,35.109281,47.846043,54
74800132,35.130443,47.842956,54
74800134,35.141551,47.841293,54
74800136,35.04114,47.823641,54
74800140,35.048041,47.810776,54
74800142,35.104045,47.848346,54
74800149,35.114966,47.842753,54
74800150,35.161421,47.8234,54
74800151,35.040826,47.829541,54
74800153,35.043052,47.819285,54
74800158,35.113813,47.849188,54
74800159,35.111488,47.841008,54
74800165,35.134306,47.830663,54
74800166,35.118918,47.84063,54
74800233,35.115858,47.850975,54
79910017,35.186888,47.771845,54
A1000015,35.222776,47.84622,54
79910023,35.221798,47.840085,54
A1500035,35.13938,47.758005,54
A1500048,35.142136,47.836628,54
A1500052,35.128495,47.839563,54
A1500053,35.161148,47.839641,54
A1500054,35.162413,47.85186,54
A1500058,35.011686,47.811058,54
A1500068,35.110038,47.85314,54
A1500072,35.130841,47.849048,54
A1500074,35.162915,47.819011,54
A1500076,35.134188,47.836646,54
A1500077,35.120148,47.841921,54
A1500078,35.134016,47.84647,54
A1500084,35.067281,47.887946,54
A1500087,35.04082,47.82419,54
A1500088,35.048205,47.874085,54
A1500089,35.045316,47.838705,54
A1500090,35.170595,47.821558,54
A1500091,35.129492,47.84898,54
A1500092,35.12482,47.844353,54
A1500034,35.139683,47.75722,54
A1500029,35.059174,47.80058,54
A1500024,35.111403,47.840324,54
A1500020,35.129841,47.832356,54
A1000078,35.18522,47.79386,54
A1000079,35.187225,47.780195,54
A1000084,35.183343,47.798686,54
A1000086,35.169964,47.821776,54
A1000091,35.18153,47.81286,54
A1000092,35.1794,47.82149,54
A1000094,35.199106,47.829776,54
A1500003,35.119948,47.84709,54
A1500004,35.163413,47.859451,54
A1500093,35.048063,47.822078,54
A1500005,35.126865,47.848668,54
A1500007,35.175691,47.826923,54
A1500009,35.11556,47.851646,54
A1500012,35.17161,47.822738,54
A1500013,35.174256,47.825771,54
A1500014,35.12119,47.852913,54
A1500016,35.169316,47.84846,54
A1500017,35.159553,47.830413,54
A1500018,35.127343,47.84845,54
A1500019,35.127041,47.849136,54
A1500006,35.130985,47.834943,54
A1500094,35.03979,47.808655,54
A1500096,35.150118,47.845151,54
A1500097,35.123336,47.85055,54
A1700012,35.218073,47.778798,54
A1700013,35.218042,47.785381,54
A1700020,35.220604,47.780535,54
A1700023,35.22874,47.783051,54
A1700028,35.201308,47.7967,54
A1700029,35.249538,47.740583,54
A1700036,35.239211,47.784658,54
